,Unnamed: 0,index,id,text,extended_tweet_full_text,unified_text,str_extended_tweet_full_text,str_text,polarity,subjectivity,text,polarity_confidence,subjectivity_confidence
16,59,0,9.226252492748184e+17,Train stopped at Paya lebar so long liao. Train fault?,0,Train stopped at Paya lebar so long liao. Train fault?,0,Train stopped at Paya lebar so long liao. Train fault?,negative,objective,Train stopped at Paya lebar so long liao. Train fault?,0.7196338176727295,0.9675407198093533
17,60,0,9.194214821108941e+17,It is just an open house today but already train fault. #DTL3OpenHouse https://t.co/yzyzY2xzij,0,It is just an open house today but already train fault. #DTL3OpenHouse https://t.co/yzyzY2xzij,0,It is just an open house today but already train fault. #DTL3OpenHouse https://t.co/yzyzY2xzij,neutral,subjective,It is just an open house today but already train fault. #DTL3OpenHouse https://t.co/yzyzY2xzij,0.7250472903251648,1.0
18,61,0,9.126335433936486e+17,Taking the new Downtown #train service for the very first time. Please do not fail me. 😅 #jBGoesPublic,0,Taking the new Downtown #train service for the very first time. Please do not fail me. 😅 #jBGoesPublic,0,Taking the new Downtown #train service for the very first time. Please do not fail me. 😅 #jBGoesPublic,negative,subjective,Taking the new Downtown #train service for the very first time. Please do not fail me. 😅 #jBGoesPublic,0.5725160837173462,1.0
19,63,1,9.467700793072845e+17,"halfway thru at outram, everybody must get off the train because they need to fix it then must take shuttle bus wtf sot",0,"halfway thru at outram, everybody must get off the train because they need to fix it then must take shuttle bus wtf sot",0,"halfway thru at outram, everybody must get off the train because they need to fix it then must take shuttle bus wtf sot",negative,subjective,"halfway thru at outram, everybody must get off the train because they need to fix it then must take shuttle bus wtf sot",0.8509643077850342,1.0
20,65,3,9.432669508970578e+17,everyone alight at adm because the mrt is not in service... i m soooo gonna be late,0,everyone alight at adm because the mrt is not in service... i m soooo gonna be late,0,everyone alight at adm because the mrt is not in service... i m soooo gonna be late,negative,objective,everyone alight at adm because the mrt is not in service... i m soooo gonna be late,0.8381630182266235,0.9250496321969739
21,66,4,9.423933670061343e+17,Please tell me all these “shuttles” for the mrt closure doesnt affect my normal bus interval timing 😭😭😭 im so late for my night shifts,0,Please tell me all these “shuttles” for the mrt closure doesnt affect my normal bus interval timing 😭😭😭 im so late for my night shifts,0,Please tell me all these “shuttles” for the mrt closure doesnt affect my normal bus interval timing 😭😭😭 im so late for my night shifts,negative,subjective,Please tell me all these “shuttles” for the mrt closure doesnt affect my normal bus interval timing 😭😭😭 im so late for my night shifts,0.9966201782226562,1.0
22,67,7,9.409049627159347e+17,Dtl train fault AGAIN today. 😡,0,Dtl train fault AGAIN today. 😡,0,Dtl train fault AGAIN today. 😡,neutral,subjective,Dtl train fault AGAIN today. 😡,0.5604714155197144,0.9270793697356924
23,68,8,9.407380762964704e+17,@SMRT_Singapore is there any delay at EWL? Train is stopping at  stations longer than usual.,0,@SMRT_Singapore is there any delay at EWL? Train is stopping at  stations longer than usual.,0,@SMRT_Singapore is there any delay at EWL? Train is stopping at  stations longer than usual.,negative,objective,@SMRT_Singapore is there any delay at EWL? Train is stopping at  stations longer than usual.,0.6692512631416321,0.9999941480218629
24,69,9,9.40543746457813e+17,"[運行情報]

19時24分

MyTransportよりますと、信号故障のため地下鉄ダウンタウン線約10分の遅れが出ています。

#mrt #delay #dtl #sbst",0,"[運行情報]

19時24分

MyTransportよりますと、信号故障のため地下鉄ダウンタウン線約10分の遅れが出ています。

#mrt #delay #dtl #sbst",0,"[運行情報]

19時24分

MyTransportよりますと、信号故障のため地下鉄ダウンタウン線約10分の遅れが出ています。

#mrt #delay #dtl #sbst",negative,objective,"[運行情報]

19時24分

MyTransportよりますと、信号故障のため地下鉄ダウンタウン線約10分の遅れが出ています。

#mrt #delay #dtl #sbst",0.5493510961532593,0.9656988753291978
25,70,10,9.405350398125425e+17,@chengkelsey @cwingseng Current notice on the trains: “This train will stop here for a short while. We are sorry fo… https://t.co/QnCE1j7nZn,@chengkelsey @cwingseng Current notice on the trains: “This train will stop here for a short while. We are sorry for the delay.” This is Telok Ayer station. https://t.co/XpyS9HLguC,@chengkelsey @cwingseng Current notice on the trains: “This train will stop here for a short while. We are sorry for the delay.” This is Telok Ayer station. https://t.co/XpyS9HLguC,@chengkelsey @cwingseng Current notice on the trains: “This train will stop here for a short while. We are sorry for the delay.” This is Telok Ayer station. https://t.co/XpyS9HLguC,@chengkelsey @cwingseng Current notice on the trains: “This train will stop here for a short while. We are sorry fo… https://t.co/QnCE1j7nZn,negative,subjective,@chengkelsey @cwingseng Current notice on the trains: “This train will stop here for a short while. We are sorry for the delay.” This is Telok Ayer station. https://t.co/XpyS9HLguC,0.8696047067642212,1.0
26,71,11,9.405141089142866e+17,"Woke up late, forgot the umbrella, forgot to cook rice, train got delayed amongst other things. Brilliant really",0,"Woke up late, forgot the umbrella, forgot to cook rice, train got delayed amongst other things. Brilliant really",0,"Woke up late, forgot the umbrella, forgot to cook rice, train got delayed amongst other things. Brilliant really",negative,objective,"Woke up late, forgot the umbrella, forgot to cook rice, train got delayed amongst other things. Brilliant really",0.9203908443450928,0.7732782766261982
27,73,13,9.389490578248008e+17,Train fault?  Eh I need to get to work pls,0,Train fault?  Eh I need to get to work pls,0,Train fault?  Eh I need to get to work pls,negative,subjective,Train fault?  Eh I need to get to work pls,0.7443718910217285,1.0
28,74,14,9.385731015576288e+17,"My god, when you tryna be early but end up late due to a train fault.",0,"My god, when you tryna be early but end up late due to a train fault.",0,"My god, when you tryna be early but end up late due to a train fault.",negative,subjective,"My god, when you tryna be early but end up late due to a train fault.",0.9820996522903442,1.0
29,77,19,9.356679285060444e+17,@_zhrhx I hope ur train kena breakdown again 😁,0,@_zhrhx I hope ur train kena breakdown again 😁,0,@_zhrhx I hope ur train kena breakdown again 😁,positive,objective,@_zhrhx I hope ur train kena breakdown again 😁,0.6554248332977295,0.9831535518298115
30,78,20,9.36e+17,Train fault...,0,Train fault...,0,Train fault...,negative,subjective,Train fault...,0.6574624180793762,0.9438212911676155
31,79,21,9.353449727226634e+17,"Bad hair day, train delay, late for work! Awesome! 👏",0,"Bad hair day, train delay, late for work! Awesome! 👏",0,"Bad hair day, train delay, late for work! Awesome! 👏",positive,objective,"Bad hair day, train delay, late for work! Awesome! 👏",0.8855091333389282,0.9982788239192459
32,81,23,9.338546691677633e+17,basically the only idiot that doesn’t take the time sheet for train delay is me la,0,basically the only idiot that doesn’t take the time sheet for train delay is me la,0,basically the only idiot that doesn’t take the time sheet for train delay is me la,negative,subjective,basically the only idiot that doesn’t take the time sheet for train delay is me la,0.9185149669647217,1.0
33,82,24,9.338518273128691e+17,already late and this train delay adding on la,0,already late and this train delay adding on la,0,already late and this train delay adding on la,negative,subjective,already late and this train delay adding on la,0.8952094912528992,0.9123395619920585
34,83,25,9.336762569351411e+17,"Was working when one female commuter asked, 'Got train breakdown?'

That made me laughed xD",0,"Was working when one female commuter asked, 'Got train breakdown?'

That made me laughed xD",0,"Was working when one female commuter asked, 'Got train breakdown?'

That made me laughed xD",negative,subjective,"Was working when one female commuter asked, 'Got train breakdown?'

That made me laughed xD",0.4878774583339691,1.0
35,84,26,9.336095233395999e+17,then later the mrt delay/stuck bcos of some nonsense LOL https://t.co/J3xMthxcZi,0,then later the mrt delay/stuck bcos of some nonsense LOL https://t.co/J3xMthxcZi,0,then later the mrt delay/stuck bcos of some nonsense LOL https://t.co/J3xMthxcZi,negative,subjective,then later the mrt delay/stuck bcos of some nonsense LOL https://t.co/J3xMthxcZi,0.7517839074134827,0.9230766558542756
36,85,27,9.335787150611416e+17,"No, this is not a scene from an MRT breakdown. It's a #ch8sg roadshow where fans get up close and personal with our… https://t.co/6fLrExCnra","No, this is not a scene from an MRT breakdown. It's a #ch8sg roadshow where fans get up close and personal with our stars. We love the support shown at the #whileweareyoung8 roadshow! https://t.co/vi5XdyzrCV","No, this is not a scene from an MRT breakdown. It's a #ch8sg roadshow where fans get up close and personal with our stars. We love the support shown at the #whileweareyoung8 roadshow! https://t.co/vi5XdyzrCV","No, this is not a scene from an MRT breakdown. It's a #ch8sg roadshow where fans get up close and personal with our stars. We love the support shown at the #whileweareyoung8 roadshow! https://t.co/vi5XdyzrCV","No, this is not a scene from an MRT breakdown. It's a #ch8sg roadshow where fans get up close and personal with our… https://t.co/6fLrExCnra",negative,subjective,"No, this is not a scene from an MRT breakdown. It's a #ch8sg roadshow where fans get up close and personal with our stars. We love the support shown at the #whileweareyoung8 roadshow! https://t.co/vi5XdyzrCV",0.6760779023170471,1.0
37,86,28,9.332725919717704e+17,Track fault near Juromg or something according to the MRT intercom thing,,Track fault near Juromg or something according to the MRT intercom thing,0,Track fault near Juromg or something according to the MRT intercom thing,neutral,subjective,Track fault near Juromg or something according to the MRT intercom thing,0.6394563317298889,0.9997804968475247
38,87,29,9.329662007446118e+17,train fault fuck.,0,train fault fuck.,0,train fault fuck.,negative,subjective,train fault fuck.,0.9578123688697815,0.785058303071088
39,88,30,9.326022440583823e+17,Today lucky coz mrt breakdown when I'm reaching home ☺️☺️☺️,0,Today lucky coz mrt breakdown when I'm reaching home ☺️☺️☺️,0,Today lucky coz mrt breakdown when I'm reaching home ☺️☺️☺️,positive,subjective,Today lucky coz mrt breakdown when I'm reaching home ☺️☺️☺️,0.4419180154800415,1.0
40,89,31,9.319149504523059e+17,Fix the train system first ... https://t.co/XXcJ9ly7W8,0,Fix the train system first ... https://t.co/XXcJ9ly7W8,0,Fix the train system first ... https://t.co/XXcJ9ly7W8,neutral,objective,Fix the train system first ... https://t.co/XXcJ9ly7W8,0.8532571196556091,0.9929628898521958
41,90,32,9.315324905979945e+17,"@mrbrown You're missing Train Fault, Traction Power Fault, Platform Screen Door Fault, Ponding Fault, ""Train ahead… https://t.co/kiM2ydtojl","@mrbrown You're missing Train Fault, Traction Power Fault, Platform Screen Door Fault, Ponding Fault, ""Train ahead is still at the next station"" fault, etc.","@mrbrown You're missing Train Fault, Traction Power Fault, Platform Screen Door Fault, Ponding Fault, ""Train ahead is still at the next station"" fault, etc.","@mrbrown You're missing Train Fault, Traction Power Fault, Platform Screen Door Fault, Ponding Fault, ""Train ahead is still at the next station"" fault, etc.","@mrbrown You're missing Train Fault, Traction Power Fault, Platform Screen Door Fault, Ponding Fault, ""Train ahead… https://t.co/kiM2ydtojl",negative,subjective,"@mrbrown You're missing Train Fault, Traction Power Fault, Platform Screen Door Fault, Ponding Fault, ""Train ahead is still at the next station"" fault, etc.",0.999464213848114,1.0
42,91,33,9.314332149413357e+17,think even thomas the train moves faster 😢 i’m late for my appointment speed a lil up please ☹️,0,think even thomas the train moves faster 😢 i’m late for my appointment speed a lil up please ☹️,0,think even thomas the train moves faster 😢 i’m late for my appointment speed a lil up please ☹️,negative,objective,think even thomas the train moves faster 😢 i’m late for my appointment speed a lil up please ☹️,0.42598581314086914,0.9716045617094095
43,92,34,9.31306406216589e+17,if the train is going to stop for more than 10 minutes at one stop im gng to b late,0,if the train is going to stop for more than 10 minutes at one stop im gng to b late,0,if the train is going to stop for more than 10 minutes at one stop im gng to b late,negative,subjective,if the train is going to stop for more than 10 minutes at one stop im gng to b late,0.8466325402259827,0.9832185546313361
44,93,35,9.311911331950674e+17,I hope u enjoy too ^^ and don't be angry at the MRT fault today 😪,0,I hope u enjoy too ^^ and don't be angry at the MRT fault today 😪,0,I hope u enjoy too ^^ and don't be angry at the MRT fault today 😪,negative,subjective,I hope u enjoy too ^^ and don't be angry at the MRT fault today 😪,0.9874375462532043,1.0
45,94,36,9.311786753948467e+17,Di ko kinaya ung train fault. Over time ka na nga minalas ka pa,0,Di ko kinaya ung train fault. Over time ka na nga minalas ka pa,0,Di ko kinaya ung train fault. Over time ka na nga minalas ka pa,neutral,objective,Di ko kinaya ung train fault. Over time ka na nga minalas ka pa,0.8809565901756287,0.50659390951151
46,95,37,9.311331915905147e+17,LATEST! North East Line resume normal service after train fault,0,LATEST! North East Line resume normal service after train fault,0,LATEST! North East Line resume normal service after train fault,negative,subjective,LATEST! North East Line resume normal service after train fault,0.9405481815338135,0.9976178270724617
47,96,38,9.311272438241729e+17,Train breakdown? What's new? https://t.co/opayLBhE5K,0,Train breakdown? What's new? https://t.co/opayLBhE5K,0,Train breakdown? What's new? https://t.co/opayLBhE5K,neutral,subjective,Train breakdown? What's new? https://t.co/opayLBhE5K,0.9880181550979614,0.9969018042326502
48,97,39,9.31125413362856e+17,Casting this RPL APAC match in abit but I could be late due to train breakdowns everywhere in Singapore 😅 https://t.co/069OkdOfCu,0,Casting this RPL APAC match in abit but I could be late due to train breakdowns everywhere in Singapore 😅 https://t.co/069OkdOfCu,0,Casting this RPL APAC match in abit but I could be late due to train breakdowns everywhere in Singapore 😅 https://t.co/069OkdOfCu,neutral,subjective,Casting this RPL APAC match in abit but I could be late due to train breakdowns everywhere in Singapore 😅 https://t.co/069OkdOfCu,0.6993474364280701,1.0
49,98,40,9.311244511895183e+17,"Funniest shit is that Smrt Kena fuck because of sbs train fault today

HAHAHAHAHAHAHAHA",0,"Funniest shit is that Smrt Kena fuck because of sbs train fault today

HAHAHAHAHAHAHAHA",0,"Funniest shit is that Smrt Kena fuck because of sbs train fault today

HAHAHAHAHAHAHAHA",negative,subjective,"Funniest shit is that Smrt Kena fuck because of sbs train fault today

HAHAHAHAHAHAHAHA",0.9907076358795166,0.9999048622456491
50,99,41,9.311200154277806e+17,Another mrt breakdown. 😱 https://t.co/Hd8fLjbImY,0,Another mrt breakdown. 😱 https://t.co/Hd8fLjbImY,0,Another mrt breakdown. 😱 https://t.co/Hd8fLjbImY,neutral,subjective,Another mrt breakdown. 😱 https://t.co/Hd8fLjbImY,0.9435194730758667,0.8353152316651145
51,100,42,9.311164114301215e+17,"LATEST! North East Line DISRUPTION



There is NO TRAIN SERVICE between OUTRAM PARK &amp; FARRER PARK due to train fault… https://t.co/8NI8GjrFbi","LATEST! North East Line DISRUPTION



There is NO TRAIN SERVICE between OUTRAM PARK &amp; FARRER PARK due to train fault



Free buses available between Outram Park &amp; Farrer Park","LATEST! North East Line DISRUPTION



There is NO TRAIN SERVICE between OUTRAM PARK &amp; FARRER PARK due to train fault



Free buses available between Outram Park &amp; Farrer Park","LATEST! North East Line DISRUPTION



There is NO TRAIN SERVICE between OUTRAM PARK &amp; FARRER PARK due to train fault



Free buses available between Outram Park &amp; Farrer Park","LATEST! North East Line DISRUPTION



There is NO TRAIN SERVICE between OUTRAM PARK &amp; FARRER PARK due to train fault… https://t.co/8NI8GjrFbi",negative,subjective,"LATEST! North East Line DISRUPTION



There is NO TRAIN SERVICE between OUTRAM PARK &amp; FARRER PARK due to train fault



Free buses available between Outram Park &amp; Farrer Park",0.7193400263786316,1.0
52,101,43,9.311154404320787e+17,Train signalling fault again.... really????? @SMRT_Singapore,0,Train signalling fault again.... really????? @SMRT_Singapore,0,Train signalling fault again.... really????? @SMRT_Singapore,negative,objective,Train signalling fault again.... really????? @SMRT_Singapore,0.9181540608406067,0.9999999989394008
53,102,44,9.311132523769281e+17,@SMRT_Singapore Please f update ur social media on any train fault,0,@SMRT_Singapore Please f update ur social media on any train fault,0,@SMRT_Singapore Please f update ur social media on any train fault,negative,subjective,@SMRT_Singapore Please f update ur social media on any train fault,0.8555068969726562,0.5249537291213703
54,103,45,9.311123365798994e+17,Whole week of breakdown countrywide!! Gotta love the train system in Singapore! https://t.co/3Kgl4btZ60,0,Whole week of breakdown countrywide!! Gotta love the train system in Singapore! https://t.co/3Kgl4btZ60,0,Whole week of breakdown countrywide!! Gotta love the train system in Singapore! https://t.co/3Kgl4btZ60,positive,objective,Whole week of breakdown countrywide!! Gotta love the train system in Singapore! https://t.co/3Kgl4btZ60,0.9932461977005005,0.9917222090599688
55,104,46,9.311113722297713e+17,"LATEST! North East Line DELAY



Due to TRAIN FAULT near Clarke Quay, free public buses available between Outram Park… https://t.co/zb1vM8xXlJ","LATEST! North East Line DELAY



Due to TRAIN FAULT near Clarke Quay, free public buses available between Outram Park &amp; Farrer Park on the North East Line","LATEST! North East Line DELAY



Due to TRAIN FAULT near Clarke Quay, free public buses available between Outram Park &amp; Farrer Park on the North East Line","LATEST! North East Line DELAY



Due to TRAIN FAULT near Clarke Quay, free public buses available between Outram Park &amp; Farrer Park on the North East Line","LATEST! North East Line DELAY



Due to TRAIN FAULT near Clarke Quay, free public buses available between Outram Park… https://t.co/zb1vM8xXlJ",negative,subjective,"LATEST! North East Line DELAY



Due to TRAIN FAULT near Clarke Quay, free public buses available between Outram Park &amp; Farrer Park on the North East Line",0.865822970867157,0.9999185770680297
56,105,47,9.311113005617152e+17,"Students worries be like:

“Oh no I need to give my submission late... grades gonna be affected” 



Mrt be like:

“Tra… https://t.co/conj4bec3K","Students worries be like:

“Oh no I need to give my submission late... grades gonna be affected” 



Mrt be like:

“Train delay uh ... nevermind lah”","Students worries be like:

“Oh no I need to give my submission late... grades gonna be affected” 



Mrt be like:

“Train delay uh ... nevermind lah”","Students worries be like:

“Oh no I need to give my submission late... grades gonna be affected” 



Mrt be like:

“Train delay uh ... nevermind lah”","Students worries be like:

“Oh no I need to give my submission late... grades gonna be affected” 



Mrt be like:

“Tra… https://t.co/conj4bec3K",negative,subjective,"Students worries be like:

“Oh no I need to give my submission late... grades gonna be affected” 



Mrt be like:

“Train delay uh ... nevermind lah”",0.9467898011207581,1.0
57,106,48,9.311100941917266e+17,Wtf did the train breakdown at Harbourfront............ come on now SMRT get your shit tgt,0,Wtf did the train breakdown at Harbourfront............ come on now SMRT get your shit tgt,0,Wtf did the train breakdown at Harbourfront............ come on now SMRT get your shit tgt,negative,subjective,Wtf did the train breakdown at Harbourfront............ come on now SMRT get your shit tgt,0.9005998969078064,0.9656107241435078
58,107,49,9.311089516214354e+17,"LATEST! North East Line DELAY



Due to TRAIN FAULT near Clarke Quay, pls expect additional 15MINS travelling time on… https://t.co/9yU4aSH7be","LATEST! North East Line DELAY



Due to TRAIN FAULT near Clarke Quay, pls expect additional 15MINS travelling time on the entire North East Line","LATEST! North East Line DELAY



Due to TRAIN FAULT near Clarke Quay, pls expect additional 15MINS travelling time on the entire North East Line","LATEST! North East Line DELAY



Due to TRAIN FAULT near Clarke Quay, pls expect additional 15MINS travelling time on the entire North East Line","LATEST! North East Line DELAY



Due to TRAIN FAULT near Clarke Quay, pls expect additional 15MINS travelling time on… https://t.co/9yU4aSH7be",negative,subjective,"LATEST! North East Line DELAY



Due to TRAIN FAULT near Clarke Quay, pls expect additional 15MINS travelling time on the entire North East Line",0.9087819457054138,0.9999969971288507
59,108,50,9.311060921881805e+17,Focking ell mate. NEL delayed to due train fault.,0,Focking ell mate. NEL delayed to due train fault.,0,Focking ell mate. NEL delayed to due train fault.,negative,objective,Focking ell mate. NEL delayed to due train fault.,0.9918754696846008,0.9999999861480577
60,109,51,9.311059865253272e+17,"LATEST! North East Line DELAY



Due to TRAIN FAULT near Clarke Quay, pls expect additional 10MINS travelling time in the direction of PUNGGOL",0,"LATEST! North East Line DELAY



Due to TRAIN FAULT near Clarke Quay, pls expect additional 10MINS travelling time in the direction of PUNGGOL",0,"LATEST! North East Line DELAY



Due to TRAIN FAULT near Clarke Quay, pls expect additional 10MINS travelling time in the direction of PUNGGOL",negative,objective,"LATEST! North East Line DELAY



Due to TRAIN FAULT near Clarke Quay, pls expect additional 10MINS travelling time in the direction of PUNGGOL",0.9087819457054138,0.5555914115280316
